DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
6/24/2011,436.17,436.2,432.79,433.4,17481110
6/27/2011,436.95,438.53,433.62,434.25,17300580
6/28/2011,434.05,435.86,430.91,432.31,19028520
6/29/2011,433.07,434.92,430.91,434.6,17262650
6/30/2011,435.21,435.63,432.17,432.54,16742520
7/1/2011,429.91,430.04,424.26,425.29,21792360
7/4/2011,425.04,426.17,423.39,425.42,15307620
7/5/2011,427.54,434.07,427.54,431.03,19330750
7/6/2011,432.15,432.8,428.21,428.3,13494500
7/7/2011,426.64,431.03,426.53,429.99,14604310
7/8/2011,428.81,431.35,428.75,430.32,15893240
7/11/2011,429.41,429.63,425.08,425.09,15228610
7/12/2011,422.13,423.93,416.94,417.25,18044190
7/13/2011,422.17,422.69,417.64,418.18,17240390
7/14/2011,418.07,419.58,414.27,418.93,15529830
7/15/2011,419.82,419.82,412.52,414.74,16688420
7/18/2011,412.9,415.77,411.22,415.77,15462900
7/19/2011,414.4,415.43,409.16,410.12,12951780
7/20/2011,410.2,416.77,410.2,416.77,16317620
7/21/2011,416.24,417.06,412.21,413.06,15390680
7/22/2011,412.97,412.97,408.96,409.2,12651350
7/25/2011,409.11,410.38,407.58,409.36,10512550
7/26/2011,408.93,410.79,407.31,409.39,14611410
7/27/2011,409.54,409.81,406.45,409.4,13990820
7/28/2011,409.18,411.36,408.18,408.39,14589930
7/29/2011,407.58,409.04,402.2,405.7,15606540
8/1/2011,404.84,404.91,400.49,401.95,15921840
8/2/2011,398.92,400.11,396.23,396.55,19056510
8/3/2011,393.6,394.15,388.79,391.47,21451520
8/4/2011,392.93,398.74,392.92,396.05,22740560
8/5/2011,394.89,401.01,394.83,400.88,19998550
8/8/2011,399.24,400.69,395.14,396.41,19929670
8/9/2011,388.78,388.82,385.76,387.7,31784690
8/10/2011,388.61,390.88,385.33,385.96,19474270
8/11/2011,380.97,384.44,379.84,384.44,15699460
8/12/2011,385.16,387.13,383.58,383.92,13694020
8/15/2011,384.47,384.97,383.37,384.32,12784520
8/16/2011,383.96,388.58,383.66,386.48,13602570
8/17/2011,387.65,393.46,387.65,393.46,21505730
8/18/2011,398.21,402.89,397.7,402.89,27398650
8/19/2011,399.98,400.76,396.2,400.76,21476780
8/22/2011,401.87,406.75,401.87,406.03,27931820
8/23/2011,405.19,405.19,401.23,401.28,25500990
8/24/2011,403.21,406.29,396.68,396.68,25328760
8/25/2011,398.46,402.19,397.93,401.65,22937350
8/26/2011,403.21,405.96,402.81,404.41,23144300
8/29/2011,405.89,413.37,405.26,413.37,32266490
8/30/2011,421.81,423.01,416.84,419.26,39535740
8/31/2011,421.45,426.29,417.79,424.71,40624520
9/1/2011,429.49,435.29,429.31,435.29,47176370
9/5/2011,438.35,439.82,432.07,435.73,49711930
9/6/2011,434.02,437.58,430.82,436.16,37092010
9/7/2011,444.4,445.72,440.44,443.99,41854450
9/8/2011,450.4,457.41,449.97,453.26,55809690
9/9/2011,452.94,460.17,452.33,459.92,42499540
9/12/2011,461.14,465.41,460.49,462.93,45092230
9/13/2011,469.5,471.07,466.69,469.4,62235100
9/14/2011,469.33,475.45,466.99,466.99,73282634
9/15/2011,462.72,470.9,461.31,470.67,56292580
9/16/2011,470.87,473.56,457.11,457.11,51789700
9/19/2011,450.21,461.68,449.5,461.68,37011670
9/20/2011,459.32,459.32,454.17,454.37,38785810
9/21/2011,451.99,454.48,446.65,447.57,37266820
9/22/2011,443.3,449.3,441.67,449.26,36814710
9/23/2011,439.61,442.14,438.58,440.3,32491970
9/26/2011,436.63,444.4,431.78,434.43,27404550
9/27/2011,434.02,440.95,431.86,437.47,30068540
9/28/2011,441.53,442.53,433.97,433.97,32160640
9/29/2011,431.8,433.38,425.02,428.08,56543580
9/30/2011,426.13,433.09,424.64,427.6,29289990
10/3/2011,426.43,428.28,422.12,422.12,26605920
10/4/2011,417.46,420.46,415.35,418.18,27141370
10/5/2011,420.74,422.71,415.85,417.21,34989030
10/6/2011,417.94,423.08,417.94,421.32,30463810
10/7/2011,423.46,423.74,417.96,417.96,27044370
10/10/2011,416.77,421.52,415.73,419.66,20138130
10/11/2011,421,421.29,417.35,417.73,23093700
10/12/2011,414.41,415.37,409.3,410.91,32519160
10/13/2011,411.17,413.71,407.61,412.59,24413930
10/14/2011,413.12,415.62,413.09,414.49,19965800
10/17/2011,415.52,415.52,410.33,410.84,20921590
10/18/2011,407.44,408.11,404.32,404.32,21473490
10/19/2011,404.32,407.02,399.08,401.15,19786910
10/20/2011,402.86,404.85,401.62,403.73,13655790
10/21/2011,405.44,411.79,405.44,411.03,22498990
10/24/2011,415.9,418.34,414.46,414.46,19773030
10/25/2011,416.06,417.07,409.38,409.38,17956640
10/26/2011,410.42,413.66,410.35,412.1,18505100
10/27/2011,414.63,415.59,412.79,414.75,18063250
10/28/2011,418.83,422.45,415.52,422.07,36267381
10/31/2011,426.89,428.86,420.81,420.81,35210550
11/1/2011,418.77,419.16,412.6,413.82,27176620
11/2/2011,410.02,412.06,407.07,407.79,24418500
11/3/2011,408.18,410.48,405.72,408.44,21944380
11/4/2011,411.22,412.79,410.37,410.57,21569560
11/7/2011,409.78,413.94,408.66,410.52,25581440
11/8/2011,408.36,409.76,405.17,408.6,21847320
11/9/2011,409.19,410.21,404.18,405.19,17097170
11/10/2011,402.47,402.47,399.29,401.03,20710210
11/11/2011,399.67,403.4,396.3,396.3,21875250
11/14/2011,397.52,397.7,389.04,391.74,27130240
11/15/2011,391.63,393.46,386.47,387.87,26963620
11/16/2011,389.25,392.98,388.51,390.89,25943180
11/17/2011,390.91,392.23,385.86,385.86,21918840
11/18/2011,383.14,383.45,377.46,379.62,27391450
11/21/2011,380.4,382.71,377.92,379.14,18436530
11/22/2011,377.46,382.62,375.93,381.76,22470270
11/23/2011,385.15,388.57,384.84,388.57,21175900
11/24/2011,387.26,389.29,381.78,381.78,19813362
11/25/2011,381.78,383.74,379.38,383.35,17112220
11/28/2011,386.04,388.98,383.05,383.31,23924210
11/29/2011,385.78,386.55,382.9,382.9,17443900
11/30/2011,381.88,382.62,378.78,380.69,21187010
12/1/2011,380.47,382.87,377.03,380.1,17643450
12/2/2011,380.92,383.88,380.36,383.88,19808870
12/5/2011,385.82,391.71,385.82,391.19,31626940
12/6/2011,393.92,396.29,390.2,390.2,33816160
12/7/2011,389.15,389.69,386.71,387.21,25848200
12/8/2011,387.02,388.35,381.63,381.63,24726570
12/9/2011,381.28,382.13,375.67,377.16,26815380
